molecular class	DOID	disease name	clinic classification
C2-9-4	DOID:3875	thrombophlebitis	Diseases_of_the_circulatory_system
C2-9-4	DOID:14392	thrombophlebitis migrans	Diseases_of_the_circulatory_system
C2-9-4	DOID:4337	tinea capitis	Certain_infectious_and_parasitic_diseases
C2-9-4	DOID:12179	tinea corporis	Certain_infectious_and_parasitic_diseases
C2-9-4	DOID:11917	tinea cruris	Certain_infectious_and_parasitic_diseases
C2-9-4	DOID:13074	tinea unguium	Certain_infectious_and_parasitic_diseases
C2-9-4	DOID:1091	tooth disease	Diseases_of_the_digestive_system
C2-9-4	DOID:2498	tooth erosion	Diseases_of_the_digestive_system
C2-9-4	DOID:0060730	torsion dystonia 1	Diseases_of_the_nervous_system
C2-9-4	DOID:0090037	torsion dystonia 13	Diseases_of_the_nervous_system
C2-9-4	DOID:0090042	torsion dystonia 17	Diseases_of_the_nervous_system
C2-9-4	DOID:0090038	torsion dystonia 2	Diseases_of_the_nervous_system
C2-9-4	DOID:0090041	torsion dystonia 4	Diseases_of_the_nervous_system
C2-9-4	DOID:0090039	torsion dystonia 6	Diseases_of_the_nervous_system
C2-9-4	DOID:0090058	torsion dystonia with onset in infancy	Diseases_of_the_nervous_system
C2-9-4	DOID:224	transient cerebral ischemia	Diseases_of_the_nervous_system
C2-9-4	DOID:1233	transvestism	Mental_and_behavioural_disorders
C2-9-4	DOID:0050826	tricuspid valve disease	Diseases_of_the_circulatory_system
C2-9-4	DOID:4080	tricuspid valve insufficiency	Diseases_of_the_circulatory_system
C2-9-4	DOID:10607	tropical sprue	Diseases_of_the_digestive_system
C2-9-4	DOID:9352	type 2 diabetes mellitus	Endocrine,_nutritional_and_metabolic_diseases
C2-9-4	DOID:0060321	umbilical hernia	Congenital_malformations,_deformations_and_chromosomal_abnormalities
C2-9-4	DOID:974	upper respiratory tract disease	Diseases_of_the_respiratory_system
C2-9-4	DOID:1426	ureteral disease	Diseases_of_the_genitourinary_system
C2-9-4	DOID:14146	ureterolithiasis	Diseases_of_the_genitourinary_system
C2-9-4	DOID:730	urethral benign neoplasm	Neoplasms
C2-9-4	DOID:1394	urinary schistosomiasis	Certain_infectious_and_parasitic_diseases
C2-9-4	DOID:3767	vaginal discharge	Diseases_of_the_genitourinary_system
C2-9-4	DOID:12337	varicocele	Diseases_of_the_circulatory_system
C2-9-4	DOID:8725	vascular dementia	Mental_and_behavioural_disorders
C2-9-4	DOID:178	vascular disease	Diseases_of_the_circulatory_system
C2-9-4	DOID:866	vein disease	Diseases_of_the_circulatory_system
C2-9-4	DOID:10128	venous insufficiency	Diseases_of_the_circulatory_system
C2-9-4	DOID:11299	vertebral artery occlusion	Diseases_of_the_circulatory_system
C2-9-4	DOID:1554	vibratory urticaria	Diseases_of_the_skin_and_subcutaneous_tissue
C2-9-4	DOID:11832	visual epilepsy	Diseases_of_the_nervous_system
C2-9-4	DOID:10834	voyeurism	Mental_and_behavioural_disorders
C2-9-4	DOID:2059	vulvar disease	Diseases_of_the_genitourinary_system
C2-9-4	DOID:2273	vulvovaginitis	Diseases_of_the_genitourinary_system
C2-9-4	DOID:0050427	xeroderma pigmentosum	Congenital_malformations,_deformations_and_chromosomal_abnormalities
C2-9-4	DOID:0050468	yellow nail syndrome	Diseases_of_the_skin_and_subcutaneous_tissue
C2-9-5	DOID:10235	Brown's tendon sheath syndrome	Diseases_of_the_eye_and_adnexa
C2-9-5	DOID:11198	DiGeorge syndrome	Diseases_of_the_blood_and_blood-forming_organs_and_certain_disorders_involving_the_immune_mechanism
C2-9-5	DOID:7693	abdominal aortic aneurysm	Diseases_of_the_circulatory_system
C2-9-5	DOID:657	adenoma	Neoplasms
C2-9-5	DOID:3413	alpha-mannosidosis	Endocrine,_nutritional_and_metabolic_diseases
C2-9-5	DOID:6548	angiomatous meningioma	Neoplasms
C2-9-5	DOID:12273	anisometropia	Diseases_of_the_eye_and_adnexa
C2-9-5	DOID:0060224	atrial fibrillation	Diseases_of_the_circulatory_system
C2-9-5	DOID:4587	benign meningioma	Neoplasms
C2-9-5	DOID:184	bone cancer	Neoplasms
C2-9-5	DOID:8506	bullous pemphigoid	Diseases_of_the_skin_and_subcutaneous_tissue
C2-9-5	DOID:6114	cerebral convexity meningioma	Neoplasms
C2-9-5	DOID:7398	cerebral primitive neuroectodermal tumor	Neoplasms
C2-9-5	DOID:6576	childhood optic nerve glioma	Neoplasms
C2-9-5	DOID:1461	cholesterol embolism	Diseases_of_the_circulatory_system
C2-9-5	DOID:3540	choroid plexus cancer	Neoplasms
C2-9-5	DOID:4210	clear cell meningioma	Neoplasms
C2-9-5	DOID:950	dacryoadenitis	Diseases_of_the_eye_and_adnexa
C2-9-5	DOID:1580	diffuse scleroderma	Diseases_of_the_skin_and_subcutaneous_tissue
C2-9-5	DOID:1911	endodermal sinus tumor	Neoplasms
C2-9-5	DOID:4794	ependymoblastoma	Neoplasms
C2-9-5	DOID:229	female reproductive system disease	Diseases_of_the_genitourinary_system
C2-9-5	DOID:7211	fibrous meningioma	Neoplasms
C2-9-5	DOID:11561	hypertensive retinopathy	Diseases_of_the_eye_and_adnexa
C2-9-5	DOID:3156	hypomelanosis of Ito	Diseases_of_the_skin_and_subcutaneous_tissue
C2-9-5	DOID:8440	ileus	Diseases_of_the_digestive_system
C2-9-5	DOID:538	internuclear ophthalmoplegia	Diseases_of_the_eye_and_adnexa
C2-9-5	DOID:8437	intestinal obstruction	Diseases_of_the_digestive_system
C2-9-5	DOID:9428	intracranial hypertension	Diseases_of_the_nervous_system
C2-9-5	DOID:4141	intraorbital meningioma	Neoplasms
C2-9-5	DOID:3772	intraventricular meningioma	Neoplasms
C2-9-5	DOID:4790	medulloepithelioma	Neoplasms
C2-9-5	DOID:7212	meningothelial meningioma	Neoplasms
C2-9-5	DOID:4594	microcystic meningioma	Neoplasms
C2-9-5	DOID:12800	mucopolysaccharidosis VI	Endocrine,_nutritional_and_metabolic_diseases
C2-9-5	DOID:769	neuroblastoma	Neoplasms
C2-9-5	DOID:171	neuroectodermal tumor	Neoplasms
C2-9-5	DOID:790	ocular hypotension	Diseases_of_the_eye_and_adnexa
C2-9-5	DOID:1279	ocular motility disease	Diseases_of_the_eye_and_adnexa
C2-9-5	DOID:8057	olfactory groove meningioma	Neoplasms
C2-9-5	DOID:4992	optic nerve glioma	Neoplasms
C2-9-5	DOID:6869	parasagittal meningioma	Neoplasms
C2-9-5	DOID:9650	pathologic nystagmus	Diseases_of_the_eye_and_adnexa
C2-9-5	DOID:1787	pericarditis	Diseases_of_the_circulatory_system
C2-9-5	DOID:11638	presbyopia	Diseases_of_the_eye_and_adnexa
C2-9-5	DOID:7210	psammomatous meningioma	Neoplasms
C2-9-5	DOID:5058	rhabdoid meningioma	Neoplasms
C2-9-5	DOID:4588	secretory meningioma	Neoplasms
C2-9-5	DOID:1138	spinal meningioma	Neoplasms
C2-9-5	DOID:1123	spondyloarthropathy	Diseases_of_the_musculoskeletal_system_and_connective_tissue
C2-9-5	DOID:8645	subacute delirium	Mental_and_behavioural_disorders
C2-9-5	DOID:3602	toxic encephalopathy	Diseases_of_the_nervous_system
C2-9-5	DOID:7213	transitional meningioma	Neoplasms
C2-9-5	DOID:12583	velocardiofacial syndrome	Congenital_malformations,_deformations_and_chromosomal_abnormalities
C2-9-6	DOID:0040083	Chlamydia pneumonia	Diseases_of_the_respiratory_system
C2-9-6	DOID:13272	Klebsiella pneumonia	Diseases_of_the_respiratory_system
C2-9-6	DOID:13276	Mycoplasma pneumoniae pneumonia	Diseases_of_the_respiratory_system
C2-9-6	DOID:0040084	Streptococcus pneumonia	Diseases_of_the_respiratory_system
C2-9-6	DOID:2828	acalculous cholecystitis	Diseases_of_the_digestive_system
C2-9-6	DOID:13148	acute cystitis	Diseases_of_the_genitourinary_system
C2-9-6	DOID:9506	acute ethmoiditis	Diseases_of_the_respiratory_system
C2-9-6	DOID:14225	acute frontal sinusitis	Diseases_of_the_respiratory_system
C2-9-6	DOID:2800	acute interstitial pneumonia	Diseases_of_the_respiratory_system
C2-9-6	DOID:9396	acute laryngitis	Diseases_of_the_respiratory_system
C2-9-6	DOID:11195	acute laryngopharyngitis	Diseases_of_the_respiratory_system
C2-9-6	DOID:2050	acute maxillary sinusitis	Diseases_of_the_respiratory_system
C2-9-6	DOID:11557	acute serous otitis media	Diseases_of_the_ear_and_mastoid_process
C2-9-6	DOID:13046	acute sphenoidal sinusitis	Diseases_of_the_respiratory_system
C2-9-6	DOID:3697	acute transudative otitis media	Diseases_of_the_ear_and_mastoid_process
C2-9-6	DOID:0060311	adenoid hypertrophy	Diseases_of_the_respiratory_system
C2-9-6	DOID:0050145	adenoiditis	Diseases_of_the_respiratory_system
C2-9-6	DOID:1474	aggressive periodontitis	Diseases_of_the_digestive_system
C2-9-6	DOID:14018	alcoholic liver cirrhosis	Diseases_of_the_digestive_system
C2-9-6	DOID:10324	anthracosilicosis	Diseases_of_the_respiratory_system
C2-9-6	DOID:10327	anthracosis	Diseases_of_the_respiratory_system
C2-9-6	DOID:10320	asbestosis	Diseases_of_the_respiratory_system
C2-9-6	DOID:4492	avian influenza	Diseases_of_the_respiratory_system
C2-9-6	DOID:1412	bacteriuria	Symptoms,_signs_and_abnormal_clinical_and_laboratory_findings,_not_elsewhere_classified
C2-9-6	DOID:1176	bronchial disease	Diseases_of_the_respiratory_system
C2-9-6	DOID:10323	byssinosis	Diseases_of_the_respiratory_system
C2-9-6	DOID:3488	cellulitis	Diseases_of_the_skin_and_subcutaneous_tissue
C2-9-6	DOID:1949	cholecystitis	Diseases_of_the_digestive_system
C2-9-6	DOID:11151	cholecystolithiasis	Diseases_of_the_digestive_system
C2-9-6	DOID:10211	cholelithiasis	Diseases_of_the_digestive_system
C2-9-6	DOID:14248	chronic atticoantral disease	Diseases_of_the_ear_and_mastoid_process
C2-9-6	DOID:9312	chronic ethmoiditis	Diseases_of_the_respiratory_system
C2-9-6	DOID:10790	chronic frontal sinusitis	Diseases_of_the_respiratory_system
C2-9-6	DOID:11797	chronic laryngitis	Diseases_of_the_respiratory_system
C2-9-6	DOID:10792	chronic maxillary sinusitis	Diseases_of_the_respiratory_system
C2-9-6	DOID:14247	chronic purulent otitis media	Diseases_of_the_ear_and_mastoid_process
C2-9-6	DOID:8252	chronic rhinitis	Diseases_of_the_respiratory_system
C2-9-6	DOID:10793	chronic sphenoidal sinusitis	Diseases_of_the_respiratory_system
C2-9-6	DOID:14435	chronic tubotympanic suppurative otitis media	Diseases_of_the_ear_and_mastoid_process
C2-9-6	DOID:10031	compensatory emphysema	Diseases_of_the_respiratory_system
C2-9-6	DOID:12323	cough variant asthma	Diseases_of_the_respiratory_system
C2-9-6	DOID:0050157	cryptogenic organizing pneumonia	Diseases_of_the_respiratory_system
C2-9-6	DOID:0050158	desquamative interstitial pneumonia	Diseases_of_the_respiratory_system
C2-9-6	DOID:10481	diaphragm disease	Diseases_of_the_respiratory_system
C2-9-6	DOID:13250	diarrhea	Symptoms,_signs_and_abnormal_clinical_and_laboratory_findings,_not_elsewhere_classified
C2-9-6	DOID:688	embryonal cancer	Neoplasms
C2-9-6	DOID:1002	endometritis	Pregnancy,_childbirth_and_the_puerperium
C2-9-6	DOID:9402	epididymitis	Diseases_of_the_genitourinary_system
C2-9-6	DOID:9398	epiglottitis	Diseases_of_the_respiratory_system
C2-9-6	DOID:9507	ethmoid sinusitis	Diseases_of_the_respiratory_system
C2-9-6	DOID:379	external ear disease	Diseases_of_the_ear_and_mastoid_process
C2-9-6	DOID:10791	frontal sinusitis	Diseases_of_the_respiratory_system
C2-9-6	DOID:3095	germ cell and embryonal cancer	Neoplasms
C2-9-6	DOID:2994	germ cell cancer	Neoplasms
C2-9-6	DOID:2718	hemopneumothorax	Diseases_of_the_respiratory_system
C2-9-6	DOID:900	hepatopulmonary syndrome	Diseases_of_the_digestive_system
C2-9-6	DOID:10030	interstitial emphysema	Diseases_of_the_respiratory_system
C2-9-6	DOID:786	laryngeal disease	Injury,_poisoning_and_certain_other_consequences_of_external_causes
C2-9-6	DOID:11527	laryngostenosis	Diseases_of_the_respiratory_system
C2-9-6	DOID:0050148	laryngotracheitis	Diseases_of_the_respiratory_system
C2-9-6	DOID:3241	lipid pneumonia	Diseases_of_the_respiratory_system
C2-9-6	DOID:5082	liver cirrhosis	Diseases_of_the_digestive_system
C2-9-6	DOID:2843	long QT syndrome	Diseases_of_the_circulatory_system
C2-9-6	DOID:0060317	lung abscess	Diseases_of_the_respiratory_system
C2-9-6	DOID:2051	maxillary sinusitis	Diseases_of_the_respiratory_system
C2-9-6	DOID:819	mediastinitis	Diseases_of_the_respiratory_system
C2-9-6	DOID:12143	neurogenic bladder	Diseases_of_the_genitourinary_system
C2-9-6	DOID:11180	non-suppurative otitis media	Diseases_of_the_ear_and_mastoid_process
C2-9-6	DOID:10754	otitis media	Diseases_of_the_ear_and_mastoid_process
C2-9-6	DOID:1260	parametritis	Diseases_of_the_genitourinary_system
C2-9-6	DOID:824	periodontitis	Diseases_of_the_digestive_system
C2-9-6	DOID:9893	periodontosis	Diseases_of_the_digestive_system
C2-9-6	DOID:9281	phenylketonuria	Endocrine,_nutritional_and_metabolic_diseases
C2-9-6	DOID:3798	pleural empyema	Diseases_of_the_respiratory_system
C2-9-6	DOID:14319	pleuropneumonia	Diseases_of_the_respiratory_system
C2-9-6	DOID:10316	pneumoconiosis	Diseases_of_the_respiratory_system
C2-9-6	DOID:10329	pneumoconiosis due to talc	Diseases_of_the_respiratory_system
C2-9-6	DOID:12123	postinflammatory pulmonary fibrosis	Diseases_of_the_respiratory_system
C2-9-6	DOID:3127	proctitis	Diseases_of_the_digestive_system
C2-9-6	DOID:14654	prostatitis	Diseases_of_the_genitourinary_system
C2-9-6	DOID:12117	pulmonary alveolar microlithiasis	Diseases_of_the_respiratory_system
C2-9-6	DOID:12120	pulmonary alveolar proteinosis	Diseases_of_the_respiratory_system
C2-9-6	DOID:12118	pulmonary hemosiderosis	Diseases_of_the_respiratory_system
C2-9-6	DOID:1579	respiratory system disease	Diseases_of_the_respiratory_system
C2-9-6	DOID:0050425	restless legs syndrome	Diseases_of_the_nervous_system
C2-9-6	DOID:5733	salpingitis	Diseases_of_the_genitourinary_system
C2-9-6	DOID:10972	salpingo-oophoritis	Diseases_of_the_genitourinary_system
C2-9-6	DOID:11181	serous glue ear	Diseases_of_the_ear_and_mastoid_process
C2-9-6	DOID:2945	severe acute respiratory syndrome	Diseases_of_the_respiratory_system
C2-9-6	DOID:10328	siderosis	Diseases_of_the_respiratory_system
C2-9-6	DOID:10325	silicosis	Diseases_of_the_respiratory_system
C2-9-6	DOID:0050127	sinusitis	Diseases_of_the_respiratory_system
C2-9-6	DOID:10794	sphenoid sinusitis	Diseases_of_the_respiratory_system
C2-9-6	DOID:1672	spontaneous tension pneumothorax	Diseases_of_the_respiratory_system
C2-9-6	DOID:11506	suppurative otitis media	Diseases_of_the_ear_and_mastoid_process
C2-9-6	DOID:9392	tracheitis	Diseases_of_the_respiratory_system
C2-9-6	DOID:4085	trophoblastic neoplasm	Neoplasms
C2-9-6	DOID:4730	vasomotor rhinitis	Diseases_of_the_respiratory_system
C2-9-7	DOID:0050629	Aicardi-Goutieres syndrome	Diseases_of_the_nervous_system
C2-9-7	DOID:0110043	Alzheimer's disease 10	Diseases_of_the_nervous_system
C2-9-7	DOID:0110044	Alzheimer's disease 11	Diseases_of_the_nervous_system
C2-9-7	DOID:0110045	Alzheimer's disease 12	Diseases_of_the_nervous_system
C2-9-7	DOID:0110046	Alzheimer's disease 13	Diseases_of_the_nervous_system
C2-9-7	DOID:0110047	Alzheimer's disease 14	Diseases_of_the_nervous_system
C2-9-7	DOID:0110048	Alzheimer's disease 15	Diseases_of_the_nervous_system
C2-9-7	DOID:0110035	Alzheimer's disease 2	Diseases_of_the_nervous_system
C2-9-7	DOID:0110037	Alzheimer's disease 5	Diseases_of_the_nervous_system
C2-9-7	DOID:0110038	Alzheimer's disease 6	Diseases_of_the_nervous_system
C2-9-7	DOID:0110039	Alzheimer's disease 7	Diseases_of_the_nervous_system
C2-9-7	DOID:0110041	Alzheimer's disease 8	Diseases_of_the_nervous_system
C2-9-7	DOID:0060215	Balo concentric sclerosis	Diseases_of_the_nervous_system
C2-9-7	DOID:606	Brown-Sequard syndrome	Diseases_of_the_nervous_system
C2-9-7	DOID:0060694	Cayman type cerebellar ataxia	Diseases_of_the_nervous_system
C2-9-7	DOID:0110209	Charcot-Marie-Tooth disease X-linked dominant 1	Diseases_of_the_nervous_system
C2-9-7	DOID:0110207	Charcot-Marie-Tooth disease X-linked dominant 6	Diseases_of_the_nervous_system
C2-9-7	DOID:0110208	Charcot-Marie-Tooth disease X-linked recessive 2	Diseases_of_the_nervous_system
C2-9-7	DOID:0110211	Charcot-Marie-Tooth disease X-linked recessive 3	Diseases_of_the_nervous_system
C2-9-7	DOID:0110212	Charcot-Marie-Tooth disease X-linked recessive 4	Diseases_of_the_nervous_system
C2-9-7	DOID:0110210	Charcot-Marie-Tooth disease X-linked recessive 5	Diseases_of_the_nervous_system
C2-9-7	DOID:0110182	Charcot-Marie-Tooth disease axonal type 2C	Diseases_of_the_nervous_system
C2-9-7	DOID:0110163	Charcot-Marie-Tooth disease axonal type 2F	Diseases_of_the_nervous_system
C2-9-7	DOID:0110166	Charcot-Marie-Tooth disease axonal type 2H	Diseases_of_the_nervous_system
C2-9-7	DOID:0110167	Charcot-Marie-Tooth disease axonal type 2K	Diseases_of_the_nervous_system
C2-9-7	DOID:0110174	Charcot-Marie-Tooth disease axonal type 2L	Diseases_of_the_nervous_system
C2-9-7	DOID:0110177	Charcot-Marie-Tooth disease axonal type 2N	Diseases_of_the_nervous_system
C2-9-7	DOID:0110175	Charcot-Marie-Tooth disease axonal type 2O	Diseases_of_the_nervous_system
C2-9-7	DOID:0110169	Charcot-Marie-Tooth disease axonal type 2P	Diseases_of_the_nervous_system
C2-9-7	DOID:0110170	Charcot-Marie-Tooth disease axonal type 2Q	Diseases_of_the_nervous_system
C2-9-7	DOID:0110160	Charcot-Marie-Tooth disease axonal type 2T	Diseases_of_the_nervous_system
C2-9-7	DOID:0110173	Charcot-Marie-Tooth disease axonal type 2U	Diseases_of_the_nervous_system
C2-9-7	DOID:0110202	Charcot-Marie-Tooth disease dominant intermediate A	Diseases_of_the_nervous_system
C2-9-7	DOID:0110197	Charcot-Marie-Tooth disease dominant intermediate B	Diseases_of_the_nervous_system
C2-9-7	DOID:0110199	Charcot-Marie-Tooth disease dominant intermediate C	Diseases_of_the_nervous_system
C2-9-7	DOID:0110200	Charcot-Marie-Tooth disease dominant intermediate D	Diseases_of_the_nervous_system
C2-9-7	DOID:0110205	Charcot-Marie-Tooth disease dominant intermediate E	Diseases_of_the_nervous_system
C2-9-7	DOID:0110206	Charcot-Marie-Tooth disease dominant intermediate F	Diseases_of_the_nervous_system
C2-9-7	DOID:0110204	Charcot-Marie-Tooth disease recessive intermediate B	Diseases_of_the_nervous_system
C2-9-7	DOID:0110198	Charcot-Marie-Tooth disease recessive intermediate C	Diseases_of_the_nervous_system
C2-9-7	DOID:0110203	Charcot-Marie-Tooth disease recessive intermediate D	Diseases_of_the_nervous_system
C2-9-7	DOID:0110148	Charcot-Marie-Tooth disease type 1A	Diseases_of_the_nervous_system
C2-9-7	DOID:0110152	Charcot-Marie-Tooth disease type 1B	Diseases_of_the_nervous_system
C2-9-7	DOID:0110151	Charcot-Marie-Tooth disease type 1C	Diseases_of_the_nervous_system
C2-9-7	DOID:0110150	Charcot-Marie-Tooth disease type 1D	Diseases_of_the_nervous_system
C2-9-7	DOID:0110153	Charcot-Marie-Tooth disease type 1E	Diseases_of_the_nervous_system
C2-9-7	DOID:0110149	Charcot-Marie-Tooth disease type 1F	Diseases_of_the_nervous_system
C2-9-7	DOID:0110154	Charcot-Marie-Tooth disease type 2A1	Diseases_of_the_nervous_system
C2-9-7	DOID:0110155	Charcot-Marie-Tooth disease type 2A2A	Diseases_of_the_nervous_system
C2-9-7	DOID:0110159	Charcot-Marie-Tooth disease type 2B	Diseases_of_the_nervous_system
C2-9-7	DOID:0110156	Charcot-Marie-Tooth disease type 2B1	Diseases_of_the_nervous_system
C2-9-7	DOID:0110179	Charcot-Marie-Tooth disease type 2B2	Diseases_of_the_nervous_system
C2-9-7	DOID:0110164	Charcot-Marie-Tooth disease type 2D	Diseases_of_the_nervous_system
C2-9-7	DOID:0110165	Charcot-Marie-Tooth disease type 2E	Diseases_of_the_nervous_system
C2-9-7	DOID:0110158	Charcot-Marie-Tooth disease type 2I	Diseases_of_the_nervous_system
C2-9-7	DOID:0110157	Charcot-Marie-Tooth disease type 2J	Diseases_of_the_nervous_system
C2-9-7	DOID:0110161	Charcot-Marie-Tooth disease type 2R	Diseases_of_the_nervous_system
C2-9-7	DOID:0110168	Charcot-Marie-Tooth disease type 2Y	Diseases_of_the_nervous_system
C2-9-7	DOID:0110185	Charcot-Marie-Tooth disease type 4A	Diseases_of_the_nervous_system
C2-9-7	DOID:0110191	Charcot-Marie-Tooth disease type 4B1	Diseases_of_the_nervous_system
C2-9-7	DOID:0110190	Charcot-Marie-Tooth disease type 4B2	Diseases_of_the_nervous_system
C2-9-7	DOID:0110194	Charcot-Marie-Tooth disease type 4B3	Diseases_of_the_nervous_system
C2-9-7	DOID:0110183	Charcot-Marie-Tooth disease type 4C	Diseases_of_the_nervous_system
C2-9-7	DOID:0110186	Charcot-Marie-Tooth disease type 4D	Diseases_of_the_nervous_system
C2-9-7	DOID:0110195	Charcot-Marie-Tooth disease type 4E	Diseases_of_the_nervous_system
C2-9-7	DOID:0110193	Charcot-Marie-Tooth disease type 4F	Diseases_of_the_nervous_system
C2-9-7	DOID:0110196	Charcot-Marie-Tooth disease type 4G	Diseases_of_the_nervous_system
C2-9-7	DOID:0110192	Charcot-Marie-Tooth disease type 4H	Diseases_of_the_nervous_system
C2-9-7	DOID:0110184	Charcot-Marie-Tooth disease type 4J	Diseases_of_the_nervous_system
C2-9-7	DOID:0110187	Charcot-Marie-Tooth disease type 4K	Diseases_of_the_nervous_system
C2-9-7	DOID:0060672	Grn-related frontotemporal lobar degeneration with Tdp43 inclusions	Diseases_of_the_nervous_system
C2-9-7	DOID:11486	Horner's syndrome	Diseases_of_the_nervous_system
C2-9-7	DOID:0050214	Lambert-Eaton myasthenic syndrome	Diseases_of_the_nervous_system
C2-9-7	DOID:2538	Landau-Kleffner syndrome	Diseases_of_the_nervous_system
C2-9-7	DOID:3652	Leigh disease	Diseases_of_the_nervous_system
C2-9-7	DOID:0060245	Mast syndrome	Diseases_of_the_nervous_system
C2-9-7	DOID:1761	Melkersson-Rosenthal syndrome	Diseases_of_the_nervous_system
C2-9-7	DOID:12889	Miller Fisher syndrome	Diseases_of_the_nervous_system
C2-9-7	DOID:11870	Pick's disease	Diseases_of_the_nervous_system
C2-9-7	DOID:9091	REM sleep behavior disorder	Diseases_of_the_nervous_system
C2-9-7	DOID:14525	Reye syndrome	Diseases_of_the_nervous_system
C2-9-7	DOID:0060491	SPOAN syndrome	Diseases_of_the_nervous_system
C2-9-7	DOID:0090005	Schwartz-Jampel syndrome 1	Diseases_of_the_nervous_system
C2-9-7	DOID:0060173	Timothy syndrome	Diseases_of_the_nervous_system
C2-9-7	DOID:0050886	Troyer syndrome	Diseases_of_the_nervous_system
C2-9-7	DOID:12491	Vagus nerve disease	Diseases_of_the_nervous_system
C2-9-7	DOID:0090003	agenesis of the corpus callosum with peripheral neuropathy	Diseases_of_the_nervous_system
C2-9-7	DOID:14183	alcoholic neuropathy	Diseases_of_the_nervous_system
C2-9-7	DOID:0050635	alternating hemiplegia of childhood	Diseases_of_the_nervous_system
C2-9-7	DOID:10383	amyotrophic neuralgia	Diseases_of_the_nervous_system
C2-9-7	DOID:12156	arachnoiditis	Diseases_of_the_nervous_system
C2-9-7	DOID:12157	aseptic meningitis	Diseases_of_the_nervous_system
C2-9-7	DOID:0110273	autosomal dominant limb-girdle muscular dystrophy	Diseases_of_the_nervous_system
C2-9-7	DOID:0110305	autosomal dominant limb-girdle muscular dystrophy type 1	Diseases_of_the_nervous_system
C2-9-7	DOID:0110303	autosomal dominant limb-girdle muscular dystrophy type 1H	Diseases_of_the_nervous_system
C2-9-7	DOID:0110304	autosomal dominant limb-girdle muscular dystrophy type 2	Diseases_of_the_nervous_system
C2-9-7	DOID:0110306	autosomal dominant limb-girdle muscular dystrophy type 3	Diseases_of_the_nervous_system
C2-9-7	DOID:0110274	autosomal recessive limb-girdle muscular dystrophy	Diseases_of_the_nervous_system
C2-9-7	DOID:0110275	autosomal recessive limb-girdle muscular dystrophy type 2A	Diseases_of_the_nervous_system
C2-9-7	DOID:0110276	autosomal recessive limb-girdle muscular dystrophy type 2B	Diseases_of_the_nervous_system
C2-9-7	DOID:0110277	autosomal recessive limb-girdle muscular dystrophy type 2C	Diseases_of_the_nervous_system
C2-9-7	DOID:0110278	autosomal recessive limb-girdle muscular dystrophy type 2D	Diseases_of_the_nervous_system
C2-9-7	DOID:0110279	autosomal recessive limb-girdle muscular dystrophy type 2E	Diseases_of_the_nervous_system
C2-9-7	DOID:0110280	autosomal recessive limb-girdle muscular dystrophy type 2F	Diseases_of_the_nervous_system
C2-9-7	DOID:0110281	autosomal recessive limb-girdle muscular dystrophy type 2G	Diseases_of_the_nervous_system
C2-9-7	DOID:0110282	autosomal recessive limb-girdle muscular dystrophy type 2H	Diseases_of_the_nervous_system
C2-9-7	DOID:0110299	autosomal recessive limb-girdle muscular dystrophy type 2I	Diseases_of_the_nervous_system
C2-9-7	DOID:0110283	autosomal recessive limb-girdle muscular dystrophy type 2J	Diseases_of_the_nervous_system
C2-9-7	DOID:0110297	autosomal recessive limb-girdle muscular dystrophy type 2K	Diseases_of_the_nervous_system
C2-9-7	DOID:0110284	autosomal recessive limb-girdle muscular dystrophy type 2L	Diseases_of_the_nervous_system
C2-9-7	DOID:0110296	autosomal recessive limb-girdle muscular dystrophy type 2M	Diseases_of_the_nervous_system
C2-9-7	DOID:0110298	autosomal recessive limb-girdle muscular dystrophy type 2N	Diseases_of_the_nervous_system
C2-9-7	DOID:0110292	autosomal recessive limb-girdle muscular dystrophy type 2O	Diseases_of_the_nervous_system
C2-9-7	DOID:0110293	autosomal recessive limb-girdle muscular dystrophy type 2P	Diseases_of_the_nervous_system
C2-9-7	DOID:0110285	autosomal recessive limb-girdle muscular dystrophy type 2Q	Diseases_of_the_nervous_system
C2-9-7	DOID:0110287	autosomal recessive limb-girdle muscular dystrophy type 2S	Diseases_of_the_nervous_system
C2-9-7	DOID:0110294	autosomal recessive limb-girdle muscular dystrophy type 2T	Diseases_of_the_nervous_system
C2-9-7	DOID:0110295	autosomal recessive limb-girdle muscular dystrophy type 2U	Diseases_of_the_nervous_system
C2-9-7	DOID:0110289	autosomal recessive limb-girdle muscular dystrophy type 2Y	Diseases_of_the_nervous_system
C2-9-7	DOID:529	blepharospasm	Diseases_of_the_nervous_system
C2-9-7	DOID:3689	brachial plexus neuritis	Diseases_of_the_nervous_system
C2-9-7	DOID:11457	brain compression	Diseases_of_the_nervous_system
C2-9-7	DOID:3529	central core myopathy	Diseases_of_the_nervous_system
C2-9-7	DOID:636	central pontine myelinolysis	Diseases_of_the_nervous_system
C2-9-7	DOID:8544	chronic fatigue syndrome	Symptoms,_signs_and_abnormal_clinical_and_laboratory_findings,_not_elsewhere_classified
C2-9-7	DOID:2536	chronic inflammatory demyelinating polyneuritis	Diseases_of_the_nervous_system
C2-9-7	DOID:10341	chronic meningitis	Diseases_of_the_nervous_system
C2-9-7	DOID:12527	common peroneal nerve lesion	Diseases_of_the_nervous_system
C2-9-7	DOID:1573	communicating hydrocephalus	Diseases_of_the_nervous_system
